user_id,event_date,country,segment,device,acquisition_channel,primary_feature_used,experiment_group,DAU,WAU,MAU,stickiness_ratio,conversion_rate,d1_retention,d7_retention,d30_retention,churn_rate,revenue_per_user,session_frequency,activation_rate,feature_adoption_rate,engagement_score,engagement_band
USR-100136,2025-03-15,USA,Free,Tablet,Social,Messaging,Variant B,5639,14205,23765,0.2373,0.3407,0.7672,0.5066,0.3862,0.6665,52.66,6.17,0.6677,0.6753,43,Low
USR-100137,2025-07-12,UK,Enterprise,Desktop,Social,AI Assistant,Variant A,4439,13871,41211,0.1077,0.3245,0.7243,0.5851,0.4507,0.5699,22.65,2.75,0.7376,0.453,45,Low
USR-100138,2025-02-13,USA,Premium,Desktop,Referral,Recommendations,Variant B,1430,5979,21295,0.0672,0.2104,0.6108,0.4528,0.3355,0.7072,40.38,4.01,0.6972,0.8101,31,Low
USR-100139,2025-11-07,USA,Premium,Desktop,Organic,Checkout,Variant B,4621,13406,36308,0.1273,0.1475,0.699,0.4409,0.309,0.7589,18.55,2.4,0.6918,0.946,52,Medium
USR-100140,2025-12-14,UK,Free,Mobile,Referral,AI Assistant,Variant B,6558,18275,55166,0.1189,0.3292,0.7738,0.5237,0.3719,0.7437,34.46,5.87,0.5949,0.663,92,High
USR-100141,2025-01-29,UK,Premium,Desktop,Organic,Search,Control,1062,6411,31164,0.0341,0.2583,0.683,0.5219,0.4134,0.6373,40.52,7.57,0.6835,0.3444,52,Medium
USR-100142,2025-09-12,India,Enterprise,Mobile,Social,AI Assistant,Variant A,7119,16174,32688,0.2178,0.2105,0.7964,0.6102,0.518,0.5201,24.43,6.14,0.7577,0.6133,41,Low
USR-100143,2025-12-09,USA,Premium,Mobile,Referral,Search,Variant B,7604,15406,25129,0.3026,0.268,0.6838,0.5227,0.3464,0.722,41.13,7.52,0.62,0.5156,75,High
USR-100144,2025-06-10,USA,Premium,Mobile,Email,Messaging,Variant A,5716,14749,46253,0.1236,0.2661,0.7726,0.5215,0.3531,0.6897,44.99,3.0,0.702,0.5349,78,High
USR-100145,2025-11-13,Canada,Premium,Tablet,Referral,AI Assistant,Control,4769,12697,23472,0.2032,0.2462,0.7851,0.6272,0.4691,0.5784,33.87,7.32,0.5561,0.6218,80,High
USR-100146,2025-02-10,Canada,Free,Tablet,Organic,AI Assistant,Variant A,4242,11325,38575,0.11,0.2182,0.8687,0.6548,0.558,0.5357,33.04,5.97,0.708,0.8235,53,Medium
USR-100147,2025-09-19,USA,Free,Desktop,Paid Search,Messaging,Control,2588,10312,38321,0.0675,0.1832,0.7561,0.5736,0.4342,0.6355,26.75,7.99,0.7442,0.497,43,Low
USR-100148,2025-11-05,India,Enterprise,Desktop,Social,AI Assistant,Variant A,2252,5486,22095,0.1019,0.2884,0.8377,0.6738,0.5859,0.4427,22.59,3.99,0.5631,0.5504,88,High
USR-100149,2025-06-15,Germany,Premium,Tablet,Email,Checkout,Control,6138,13317,28210,0.2176,0.222,0.742,0.4939,0.3905,0.6835,42.63,6.62,0.4505,0.6361,81,High
USR-100150,2025-10-30,Germany,Premium,Mobile,Organic,Checkout,Variant A,1460,9226,47474,0.0308,0.3214,0.6674,0.3883,0.2421,0.8337,34.35,8.14,0.6177,0.4779,34,Low
USR-100151,2025-05-27,India,Enterprise,Tablet,Organic,Recommendations,Variant A,1628,5107,43338,0.0376,0.2105,0.7778,0.5721,0.4824,0.5826,27.7,7.3,0.6973,0.6714,74,Medium
USR-100152,2025-10-20,Canada,Free,Desktop,Organic,Checkout,Variant B,6339,11423,37494,0.1691,0.2054,0.721,0.4422,0.2695,0.8045,39.05,7.29,0.5501,0.6138,85,High
USR-100153,2026-01-01,Germany,Premium,Tablet,Social,AI Assistant,Control,1690,11956,28264,0.0598,0.2336,0.7617,0.5095,0.3513,0.7396,27.0,2.94,0.4631,0.6562,30,Low
USR-100154,2025-03-23,UK,Enterprise,Tablet,Organic,Checkout,Variant A,3981,12089,35628,0.1117,0.2048,0.6108,0.3947,0.2631,0.8488,41.52,5.2,0.5792,0.6496,74,Medium
USR-100155,2025-02-03,India,Free,Desktop,Organic,AI Assistant,Variant A,3700,7248,37581,0.0985,0.2381,0.81,0.5495,0.3827,0.7179,28.65,6.89,0.596,0.4666,61,Medium
USR-100156,2025-12-06,India,Enterprise,Mobile,Email,AI Assistant,Control,2158,9889,35220,0.0613,0.2868,0.6861,0.5107,0.3331,0.751,34.85,5.54,0.8072,0.535,75,High
USR-100157,2025-07-12,Germany,Enterprise,Desktop,Organic,Checkout,Control,6271,13652,27027,0.232,0.2275,0.7718,0.5714,0.4515,0.5831,29.47,4.88,0.6145,0.6595,92,High
USR-100158,2025-06-08,Canada,Free,Mobile,Organic,Checkout,Control,2476,7985,35380,0.07,0.2565,0.7692,0.5993,0.4687,0.5953,41.97,3.85,0.6532,0.3876,87,High
USR-100159,2025-02-21,UK,Enterprise,Mobile,Social,Recommendations,Variant B,5158,16001,55507,0.0929,0.2117,0.765,0.6352,0.4771,0.5889,40.08,4.63,0.5609,0.5346,29,Low
USR-100160,2025-03-20,Germany,Premium,Tablet,Paid Search,Recommendations,Control,2329,7291,23139,0.1007,0.2406,0.7502,0.5487,0.369,0.7324,16.52,6.75,0.65,0.9233,81,High
USR-100161,2025-11-09,UK,Premium,Mobile,Email,AI Assistant,Control,3334,12689,33024,0.101,0.2078,0.7275,0.4656,0.3406,0.6989,21.62,2.14,0.6533,0.6939,93,High
USR-100162,2025-08-14,Germany,Free,Mobile,Social,Messaging,Variant B,4782,11398,41424,0.1154,0.2312,0.5845,0.4614,0.3554,0.7406,39.52,3.3,0.5305,0.5754,89,High
USR-100163,2025-05-09,India,Free,Desktop,Organic,Messaging,Control,1427,11300,40627,0.0351,0.162,0.8636,0.6085,0.5187,0.5501,31.79,3.7,0.5962,0.8368,95,High
USR-100164,2025-05-20,Canada,Premium,Desktop,Organic,Recommendations,Control,4680,15090,29746,0.1573,0.1914,0.6432,0.4497,0.2912,0.818,53.99,3.29,0.4821,0.519,80,High
USR-100165,2025-01-28,USA,Premium,Mobile,Organic,Checkout,Variant A,4247,14471,43978,0.0966,0.2556,0.7953,0.5733,0.4274,0.6821,56.22,7.85,0.6126,0.467,55,Medium
USR-100166,2025-02-20,UK,Premium,Tablet,Paid Search,Recommendations,Control,7874,15367,29938,0.263,0.283,0.6993,0.4973,0.3493,0.6749,41.32,4.43,0.5458,0.7748,42,Low
USR-100167,2025-08-18,Canada,Free,Tablet,Social,AI Assistant,Variant A,6040,8126,18318,0.3297,0.211,0.6603,0.4164,0.2703,0.7682,54.6,6.42,0.6897,0.4665,27,Low
USR-100168,2025-08-05,USA,Free,Desktop,Social,Recommendations,Control,1910,8630,29203,0.0654,0.1889,0.8301,0.6772,0.5851,0.4964,46.98,7.28,0.5633,0.5858,63,Medium
USR-100169,2025-02-02,Canada,Enterprise,Mobile,Email,Recommendations,Variant B,1908,12097,18174,0.105,0.3328,0.848,0.6083,0.4471,0.6385,32.89,3.77,0.5264,0.285,90,High
USR-100170,2025-01-01,Canada,Enterprise,Tablet,Organic,AI Assistant,Variant A,6036,13816,34581,0.1745,0.3628,0.6738,0.4029,0.2988,0.7334,40.95,4.92,0.5028,0.717,98,High
USR-100171,2025-07-04,USA,Premium,Desktop,Organic,Recommendations,Variant B,1554,12172,50420,0.0308,0.2752,0.756,0.5006,0.3287,0.7165,34.52,7.93,0.6493,0.6902,89,High
USR-100172,2025-07-11,Canada,Enterprise,Tablet,Organic,AI Assistant,Variant A,3077,5343,33745,0.0912,0.2931,0.8104,0.662,0.5275,0.591,36.68,5.05,0.675,0.6667,33,Low
USR-100173,2025-06-20,Canada,Enterprise,Desktop,Referral,Messaging,Variant A,2092,4818,32906,0.0636,0.2615,0.6505,0.396,0.2427,0.8315,41.37,9.62,0.6552,0.3159,94,High
USR-100174,2025-03-11,USA,Free,Mobile,Email,Checkout,Control,1516,11014,18437,0.0822,0.2977,0.7629,0.5411,0.385,0.651,34.49,5.17,0.6763,0.441,62,Medium
USR-100175,2025-09-21,Canada,Premium,Desktop,Organic,Checkout,Control,4262,15159,51183,0.0833,0.3244,0.7146,0.562,0.4265,0.6668,21.26,5.96,0.7057,0.4885,57,Medium
USR-100176,2025-05-20,Germany,Premium,Desktop,Paid Search,Recommendations,Variant B,2019,10048,43684,0.0462,0.2533,0.7409,0.4991,0.4156,0.679,17.7,3.32,0.5737,0.4569,76,High
USR-100177,2025-12-21,Germany,Free,Desktop,Social,Messaging,Control,5075,13093,52124,0.0974,0.2191,0.6144,0.3789,0.2103,0.869,18.14,2.21,0.4879,0.7694,59,Medium
USR-100178,2025-10-07,UK,Premium,Desktop,Social,Recommendations,Variant A,3406,10668,22391,0.1521,0.2324,0.8935,0.6707,0.5842,0.4938,64.06,8.41,0.7405,0.7235,35,Low
USR-100179,2025-03-27,UK,Enterprise,Desktop,Email,Search,Control,6650,15922,43960,0.1513,0.2288,0.7897,0.5377,0.4079,0.6198,35.62,4.43,0.6657,0.7233,82,High
USR-100180,2025-02-08,Canada,Free,Mobile,Social,Recommendations,Variant B,6498,15153,43962,0.1478,0.2644,0.8287,0.6383,0.5436,0.5092,26.19,4.97,0.6484,0.3752,90,High
USR-100181,2025-01-18,Germany,Enterprise,Mobile,Social,Messaging,Variant A,2034,5135,25601,0.0795,0.2695,0.7746,0.5872,0.4436,0.655,34.83,3.57,0.5802,0.7433,71,Medium
USR-100182,2025-12-14,India,Free,Tablet,Email,Recommendations,Control,4685,12762,42142,0.1112,0.3542,0.8326,0.6831,0.5669,0.4866,30.61,6.51,0.4583,0.6055,81,High
USR-100183,2025-06-10,Canada,Premium,Tablet,Referral,AI Assistant,Control,6321,12887,34245,0.1846,0.3116,0.7283,0.4736,0.375,0.7253,21.62,0.32,0.6078,0.8458,39,Low
USR-100184,2025-03-02,UK,Enterprise,Desktop,Paid Search,Search,Variant B,3144,9408,43654,0.072,0.3431,0.7126,0.4701,0.3742,0.7068,43.53,4.23,0.6383,0.5982,52,Medium
USR-100185,2025-03-11,Germany,Free,Tablet,Email,Checkout,Variant B,7986,11199,45824,0.1743,0.2112,0.6865,0.527,0.3564,0.6886,50.79,3.83,0.7294,0.5393,47,Low
USR-100186,2025-12-30,Canada,Premium,Tablet,Paid Search,Search,Control,1531,12542,36571,0.0419,0.2589,0.6952,0.5698,0.4835,0.6271,39.42,3.28,0.469,0.426,63,Medium
USR-100187,2025-04-13,UK,Enterprise,Tablet,Email,Recommendations,Control,7488,11763,32277,0.232,0.2724,0.7452,0.5356,0.3619,0.6633,16.12,4.3,0.6735,0.3919,88,High
USR-100188,2025-10-10,Germany,Enterprise,Desktop,Referral,AI Assistant,Variant A,2063,5475,14783,0.1396,0.2747,0.6586,0.4644,0.2872,0.7937,26.68,4.66,0.5759,0.4987,64,Medium
USR-100189,2025-02-07,India,Premium,Mobile,Social,AI Assistant,Variant A,2026,9220,19080,0.1062,0.2916,0.713,0.5032,0.3709,0.6606,44.0,6.38,0.6241,0.5249,82,High
USR-100190,2025-04-04,USA,Enterprise,Mobile,Email,Messaging,Control,7289,11403,44755,0.1629,0.2186,0.7452,0.5519,0.4234,0.6132,31.72,8.62,0.7516,0.4248,89,High
USR-100191,2025-03-24,USA,Premium,Mobile,Social,Checkout,Variant A,3643,9337,37013,0.0984,0.2245,0.7444,0.5424,0.3818,0.6841,28.96,3.84,0.5714,0.437,91,High
USR-100192,2025-03-06,Canada,Enterprise,Tablet,Paid Search,Messaging,Variant B,6120,13081,53043,0.1154,0.2661,0.8375,0.6847,0.5169,0.5911,32.95,6.07,0.6354,0.5752,36,Low
USR-100193,2025-12-04,USA,Free,Mobile,Social,Checkout,Control,6115,18029,45155,0.1354,0.2569,0.6958,0.4303,0.2964,0.7734,42.18,3.92,0.5759,0.7523,97,High
USR-100194,2025-11-30,India,Premium,Tablet,Email,Recommendations,Variant A,2726,14099,46400,0.0587,0.2657,0.6537,0.4878,0.3285,0.7493,54.63,6.11,0.6712,0.5512,28,Low
USR-100195,2025-05-06,USA,Free,Desktop,Referral,Recommendations,Control,7592,16245,40737,0.1864,0.199,0.7471,0.5158,0.3565,0.6952,33.31,4.51,0.5336,0.6435,83,High
USR-100196,2025-08-26,UK,Enterprise,Desktop,Referral,Messaging,Variant B,2671,10244,24659,0.1083,0.3631,0.6759,0.5425,0.3743,0.7261,45.3,5.21,0.6312,0.5732,65,Medium
USR-100197,2025-07-09,Germany,Free,Desktop,Referral,Messaging,Control,5218,16420,28378,0.1839,0.3174,0.8259,0.6793,0.5111,0.5516,54.62,9.6,0.6564,0.6289,65,Medium
USR-100198,2025-03-14,Germany,Free,Mobile,Email,AI Assistant,Variant B,1793,4622,28641,0.0626,0.2697,0.7188,0.5688,0.403,0.6989,63.31,5.8,0.5857,0.2867,74,Medium
USR-100199,2025-06-10,Germany,Premium,Desktop,Organic,Search,Variant A,2555,7165,44819,0.057,0.2517,0.8184,0.6412,0.5118,0.591,24.01,4.34,0.6772,0.662,90,High
USR-100200,2025-07-21,UK,Free,Mobile,Email,Recommendations,Variant B,5140,14631,35407,0.1452,0.2481,0.718,0.5753,0.4605,0.6045,48.69,7.34,0.4885,0.7666,52,Medium
USR-100201,2025-11-02,USA,Premium,Mobile,Email,Checkout,Control,7904,17614,41340,0.1912,0.2548,0.8135,0.5368,0.3934,0.6392,21.49,7.22,0.5728,0.6102,93,High
USR-100202,2025-07-26,India,Free,Desktop,Social,Checkout,Variant B,3997,6738,37990,0.1052,0.2742,0.7245,0.5682,0.4045,0.6434,57.26,6.92,0.4551,0.5989,31,Low
USR-100203,2025-02-07,India,Enterprise,Tablet,Organic,Messaging,Variant A,4164,14425,48939,0.0851,0.3114,0.661,0.3909,0.2238,0.8728,46.89,7.09,0.6428,0.5438,95,High
USR-100204,2025-02-19,Canada,Free,Tablet,Social,Recommendations,Variant A,4226,12340,39562,0.1068,0.2936,0.854,0.7162,0.5915,0.4745,39.97,7.07,0.6302,0.5705,96,High
USR-100205,2025-09-14,UK,Premium,Tablet,Referral,Messaging,Variant B,1329,4071,11621,0.1144,0.2506,0.6834,0.5567,0.4027,0.7091,47.93,4.46,0.651,0.5411,42,Low
USR-100206,2025-11-07,Germany,Enterprise,Tablet,Email,AI Assistant,Control,5223,9513,36006,0.1451,0.2969,0.7769,0.654,0.4777,0.615,50.44,4.3,0.6628,0.522,65,Medium
USR-100207,2025-06-22,India,Premium,Desktop,Organic,Checkout,Variant B,5155,15506,55393,0.0931,0.277,0.7013,0.4948,0.4051,0.6391,37.73,4.68,0.674,0.3376,87,High
USR-100208,2025-06-19,USA,Enterprise,Desktop,Email,AI Assistant,Variant A,6519,10314,42612,0.153,0.2073,0.6759,0.437,0.3522,0.7581,44.0,6.73,0.6822,0.6122,99,High
USR-100209,2025-10-23,India,Premium,Mobile,Paid Search,Search,Variant B,2864,5705,42191,0.0679,0.2967,0.701,0.5755,0.4372,0.6823,38.98,7.18,0.5358,0.6158,46,Low
USR-100210,2025-10-21,UK,Premium,Mobile,Referral,Messaging,Variant A,6738,10538,28041,0.2403,0.3088,0.7701,0.5095,0.3723,0.6994,12.66,4.03,0.7279,0.5272,27,Low
USR-100211,2025-07-30,Canada,Enterprise,Desktop,Referral,AI Assistant,Variant B,5110,14836,23917,0.2137,0.3043,0.7538,0.5629,0.4222,0.6609,60.96,6.46,0.616,0.3397,42,Low
USR-100212,2025-07-12,India,Premium,Tablet,Email,AI Assistant,Variant A,3570,8407,43531,0.082,0.2477,0.6894,0.4914,0.3462,0.7689,58.71,6.24,0.7933,0.5961,93,High
USR-100213,2025-09-05,Canada,Premium,Desktop,Paid Search,Recommendations,Variant A,2575,8613,31897,0.0807,0.2547,0.7289,0.551,0.4238,0.6008,31.99,4.02,0.4975,0.5675,96,High
USR-100214,2025-06-12,India,Enterprise,Tablet,Referral,Recommendations,Control,4930,12644,35565,0.1386,0.1848,0.7856,0.6325,0.5008,0.5198,53.18,4.22,0.6484,0.95,61,Medium
USR-100215,2025-06-26,USA,Premium,Desktop,Email,Recommendations,Variant A,7332,11731,35766,0.205,0.2789,0.7292,0.5457,0.457,0.6247,33.53,3.85,0.6961,0.5832,30,Low
USR-100216,2025-04-20,UK,Free,Mobile,Social,AI Assistant,Variant B,2655,13479,36247,0.0732,0.3551,0.7364,0.4575,0.3644,0.6831,18.71,2.04,0.6765,0.5528,96,High
USR-100217,2025-05-03,Canada,Free,Mobile,Referral,Checkout,Variant B,2986,5817,45619,0.0655,0.2986,0.8319,0.6624,0.5,0.6155,31.24,5.45,0.739,0.7145,53,Medium
USR-100218,2025-08-30,Germany,Enterprise,Desktop,Referral,Messaging,Control,1823,6075,11414,0.1597,0.2466,0.6865,0.4935,0.3766,0.6555,59.3,4.37,0.651,0.5548,95,High
USR-100219,2025-05-28,India,Free,Tablet,Organic,Messaging,Variant B,3631,10307,19184,0.1893,0.3213,0.8094,0.6315,0.4921,0.5289,47.92,5.6,0.6863,0.6231,36,Low
USR-100220,2025-08-02,Canada,Enterprise,Desktop,Organic,Search,Variant A,7861,12741,20122,0.3907,0.2294,0.7617,0.4973,0.4107,0.6627,14.24,4.1,0.8242,0.5072,75,High
USR-100221,2025-06-02,Germany,Enterprise,Tablet,Social,Recommendations,Variant A,5652,17527,29559,0.1912,0.162,0.784,0.5473,0.4021,0.7025,28.95,8.22,0.5145,0.7179,67,Medium
USR-100222,2025-03-10,USA,Premium,Mobile,Referral,Checkout,Control,7971,18232,53904,0.1479,0.31,0.6998,0.5084,0.3486,0.7536,12.53,4.02,0.4631,0.7557,59,Medium
USR-100223,2025-04-06,Canada,Free,Tablet,Referral,Recommendations,Variant B,1115,8638,32972,0.0338,0.3393,0.7868,0.5567,0.4392,0.5975,22.52,4.83,0.5854,0.6969,97,High
USR-100224,2025-09-21,Canada,Premium,Desktop,Paid Search,Search,Control,3686,7107,38376,0.096,0.3255,0.8237,0.6492,0.562,0.499,53.54,3.19,0.4797,0.7709,37,Low
USR-100225,2025-05-14,UK,Enterprise,Tablet,Social,Search,Variant A,4142,10000,44277,0.0935,0.3546,0.7123,0.5698,0.4412,0.5816,45.65,5.21,0.5751,0.5636,59,Medium
USR-100226,2025-05-14,USA,Premium,Desktop,Paid Search,Recommendations,Variant B,6354,14244,34730,0.183,0.2556,0.7178,0.5722,0.4899,0.6057,12.75,4.6,0.6025,0.6143,32,Low
USR-100227,2025-12-18,India,Free,Mobile,Paid Search,Recommendations,Variant A,5116,12211,24905,0.2054,0.272,0.7942,0.5419,0.3635,0.6853,36.5,5.96,0.4843,0.411,62,Medium
USR-100228,2025-03-20,India,Premium,Tablet,Paid Search,Messaging,Variant B,4727,16651,46136,0.1025,0.2003,0.7486,0.54,0.4058,0.6904,34.93,7.29,0.5249,0.449,78,High
USR-100229,2025-12-15,India,Enterprise,Desktop,Organic,AI Assistant,Variant A,7182,18943,29308,0.2451,0.1969,0.6881,0.4135,0.2777,0.777,22.98,5.61,0.7759,0.4421,92,High
USR-100230,2025-02-27,India,Free,Mobile,Email,AI Assistant,Variant B,1505,12477,50604,0.0297,0.1335,0.7228,0.4438,0.2758,0.8065,65.45,7.12,0.5742,0.3886,50,Medium
USR-100231,2025-08-15,Germany,Free,Desktop,Paid Search,AI Assistant,Variant B,1952,7317,44352,0.044,0.2585,0.7059,0.499,0.3962,0.7202,41.55,6.0,0.6969,0.5947,36,Low
USR-100232,2025-08-01,UK,Enterprise,Mobile,Referral,Checkout,Variant A,4742,15981,24764,0.1915,0.2754,0.7165,0.5765,0.4171,0.6305,36.26,3.21,0.6089,0.6386,96,High
USR-100233,2025-01-02,UK,Enterprise,Mobile,Social,Search,Variant A,7109,12679,22465,0.3164,0.2728,0.8028,0.6227,0.5141,0.5262,29.66,7.54,0.4391,0.95,30,Low
USR-100234,2025-02-05,Canada,Enterprise,Tablet,Referral,Checkout,Control,4867,7386,31200,0.156,0.3128,0.7534,0.4765,0.3557,0.7471,43.81,7.74,0.7033,0.5493,77,High
USR-100235,2025-07-15,India,Free,Tablet,Email,Search,Variant B,4674,12858,42476,0.11,0.2532,0.8002,0.5985,0.4558,0.6568,37.74,4.54,0.6999,0.7221,35,Low
USR-100236,2025-04-02,Canada,Free,Mobile,Email,Recommendations,Variant B,5401,13840,53498,0.101,0.2214,0.7644,0.5965,0.4806,0.6198,25.48,4.04,0.5672,0.7085,41,Low
USR-100237,2025-12-11,Canada,Free,Desktop,Email,Messaging,Variant A,6890,17810,50605,0.1362,0.2858,0.7829,0.64,0.4847,0.6122,54.64,6.4,0.6381,0.7405,93,High
USR-100238,2025-05-22,USA,Free,Mobile,Organic,Search,Variant B,2544,6392,13503,0.1884,0.2587,0.6871,0.5547,0.4339,0.6268,35.33,4.27,0.6185,0.5598,78,High
USR-100239,2025-11-01,USA,Premium,Desktop,Paid Search,AI Assistant,Variant B,1275,10589,18779,0.0679,0.2615,0.7765,0.6086,0.5209,0.5492,47.23,6.79,0.4814,0.4656,56,Medium
USR-100240,2025-04-22,Canada,Enterprise,Tablet,Email,AI Assistant,Variant A,7179,10103,24286,0.2956,0.2215,0.6836,0.435,0.2621,0.7984,34.1,6.28,0.4867,0.5601,89,High
USR-100241,2025-11-03,India,Free,Desktop,Email,Checkout,Control,7328,14581,35106,0.2087,0.2639,0.7414,0.5248,0.409,0.6758,5.0,5.51,0.754,0.7658,63,Medium
USR-100242,2025-02-01,Germany,Free,Desktop,Referral,AI Assistant,Variant B,5560,17253,33730,0.1648,0.2705,0.7105,0.5518,0.4004,0.7019,41.31,7.53,0.5175,0.5898,79,High
USR-100243,2025-06-13,Germany,Free,Tablet,Referral,Messaging,Variant A,6704,15525,47280,0.1418,0.2231,0.7934,0.5939,0.4855,0.5479,30.66,5.46,0.5442,0.7482,44,Low
USR-100244,2025-04-26,Germany,Premium,Tablet,Social,Messaging,Variant B,3463,7828,43172,0.0802,0.26,0.7394,0.6119,0.5043,0.5864,25.98,7.11,0.5882,0.4634,32,Low
USR-100245,2025-07-18,USA,Premium,Desktop,Organic,AI Assistant,Variant B,2989,9166,27491,0.1087,0.2964,0.7107,0.5406,0.3817,0.7275,49.91,4.97,0.6412,0.5645,67,Medium
USR-100246,2025-04-08,Canada,Enterprise,Tablet,Social,Messaging,Control,1422,7820,37538,0.0379,0.2733,0.705,0.506,0.3872,0.6961,45.31,3.81,0.6253,0.5903,30,Low
USR-100247,2025-09-03,Canada,Enterprise,Mobile,Referral,Messaging,Control,2711,10166,35035,0.0774,0.2072,0.8035,0.6666,0.5084,0.576,36.05,4.43,0.61,0.6702,26,Low
USR-100248,2025-12-23,UK,Premium,Desktop,Referral,AI Assistant,Variant B,5951,11301,42294,0.1407,0.1878,0.6022,0.4488,0.3319,0.7251,55.29,4.66,0.5783,0.6524,55,Medium
USR-100249,2025-11-29,Germany,Premium,Mobile,Referral,Checkout,Variant B,3943,10996,33137,0.119,0.2415,0.8662,0.6054,0.5038,0.584,16.25,6.59,0.6401,0.4447,71,Medium
USR-100250,2025-04-15,Canada,Enterprise,Mobile,Organic,Checkout,Variant B,4036,11162,43289,0.0932,0.2165,0.8075,0.5843,0.4648,0.6265,40.69,4.95,0.5397,0.3681,30,Low
USR-100251,2025-10-11,Canada,Premium,Mobile,Referral,AI Assistant,Control,5784,17272,49638,0.1165,0.1728,0.7471,0.4934,0.4119,0.646,34.8,3.51,0.405,0.5513,62,Medium
USR-100252,2025-05-06,Germany,Premium,Mobile,Email,Messaging,Variant A,5090,16111,43233,0.1177,0.3806,0.7871,0.6655,0.5391,0.5772,66.25,5.57,0.6943,0.4715,57,Medium
USR-100253,2025-03-13,USA,Enterprise,Mobile,Organic,Search,Variant B,6900,17854,54856,0.1258,0.266,0.8329,0.5567,0.4641,0.5576,47.42,6.21,0.5817,0.494,48,Low
USR-100254,2025-01-04,Canada,Free,Mobile,Social,Recommendations,Variant B,4378,8630,28797,0.152,0.2651,0.8329,0.6572,0.54,0.4801,51.84,2.9,0.6636,0.6815,33,Low
USR-100255,2025-07-11,India,Enterprise,Desktop,Organic,Search,Control,1495,11411,48383,0.0309,0.1463,0.6838,0.5153,0.4287,0.6141,36.55,2.41,0.5959,0.8292,27,Low
USR-100256,2025-09-29,Germany,Free,Mobile,Organic,AI Assistant,Variant B,6916,13417,37205,0.1859,0.261,0.7538,0.4798,0.3922,0.6644,28.73,4.18,0.6371,0.4309,27,Low
USR-100257,2025-03-18,UK,Premium,Mobile,Email,Recommendations,Variant A,2974,8118,47619,0.0625,0.2797,0.8248,0.6813,0.5202,0.5634,60.13,3.47,0.5451,0.3914,57,Medium
USR-100258,2025-08-24,USA,Enterprise,Tablet,Organic,Search,Variant B,5628,11612,31413,0.1792,0.2483,0.768,0.5728,0.4038,0.687,22.75,4.94,0.613,0.6677,63,Medium
USR-100259,2025-07-27,USA,Enterprise,Mobile,Organic,Recommendations,Variant B,4106,12285,48480,0.0847,0.2602,0.6424,0.4137,0.3261,0.7214,35.47,7.53,0.4331,0.81,32,Low
USR-100260,2025-08-11,Canada,Free,Tablet,Social,Recommendations,Control,6283,13710,24959,0.2517,0.1888,0.724,0.596,0.4316,0.6865,44.27,5.83,0.6138,0.6298,92,High
USR-100261,2025-05-19,USA,Free,Desktop,Organic,Messaging,Variant B,1381,4599,27973,0.0494,0.2388,0.643,0.428,0.3407,0.7415,43.96,5.23,0.5587,0.6532,94,High
USR-100262,2025-10-28,India,Free,Tablet,Referral,AI Assistant,Control,2181,10706,20748,0.1051,0.3502,0.7285,0.5689,0.4248,0.6619,41.25,3.15,0.6095,0.8143,63,Medium
USR-100263,2025-06-19,UK,Free,Mobile,Referral,Messaging,Variant B,4144,8436,18575,0.2231,0.2909,0.7276,0.571,0.4276,0.6146,50.35,4.43,0.5724,0.6199,89,High
USR-100264,2025-02-08,UK,Premium,Desktop,Paid Search,Checkout,Control,3790,15705,46703,0.0812,0.2382,0.736,0.5391,0.3929,0.639,27.39,2.54,0.5025,0.3395,66,Medium
USR-100265,2025-10-11,Germany,Free,Tablet,Email,Messaging,Variant B,4075,13150,30322,0.1344,0.2724,0.749,0.4769,0.3392,0.7165,28.42,6.54,0.4524,0.7139,99,High
USR-100266,2026-01-01,Canada,Enterprise,Desktop,Email,Checkout,Variant A,1602,4946,27507,0.0582,0.1994,0.7838,0.6331,0.4613,0.5689,16.63,5.26,0.6271,0.5516,44,Low
USR-100267,2025-02-24,UK,Free,Mobile,Organic,Messaging,Variant A,1749,3834,29036,0.0602,0.183,0.859,0.6462,0.5145,0.5814,25.42,2.94,0.5949,0.7182,81,High
USR-100268,2025-08-09,USA,Free,Desktop,Social,Search,Control,4676,15801,54384,0.086,0.2536,0.8307,0.6311,0.5306,0.5485,30.29,3.46,0.5807,0.6466,77,High
USR-100269,2025-11-02,Germany,Premium,Mobile,Social,Messaging,Variant A,5899,13214,43460,0.1357,0.2606,0.7826,0.5971,0.436,0.6676,55.3,3.38,0.6644,0.7589,26,Low
USR-100270,2025-10-20,UK,Premium,Desktop,Referral,Messaging,Control,5268,10046,39997,0.1317,0.1711,0.7592,0.5712,0.4874,0.5454,47.66,0.85,0.5515,0.4265,46,Low
USR-100271,2025-02-02,Germany,Free,Desktop,Email,Messaging,Variant A,2369,11490,34575,0.0685,0.2085,0.6951,0.5749,0.422,0.6947,47.51,3.25,0.6633,0.6494,78,High
USR-100272,2025-11-17,Canada,Premium,Mobile,Referral,Checkout,Control,5061,16789,34604,0.1463,0.1737,0.6993,0.5273,0.376,0.7257,31.56,3.27,0.7268,0.322,83,High
USR-100273,2025-11-14,India,Free,Desktop,Email,AI Assistant,Variant A,4112,11511,45361,0.0907,0.2301,0.7537,0.5466,0.3957,0.641,43.86,7.58,0.662,0.3545,67,Medium
